종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"143160","아이디스","22150","150","0.68","2246","9.86",,,"18061","1.23","300","1.35"
"054800","아이디스홀딩스","12600","100","0.80","504","25.00",,,"24473","0.51","200","1.59"
"332370","아이디피","4540","-190","-4.02","321","14.14",,,"3100","1.46","150","3.30"
"122900","아이마켓코리아","10100","-200","-1.94","1213","8.33","1017","9.93","11569","0.87","600","5.94"
"339950","아이비김영","1915","-50","-2.54","121","15.83",,,"836","2.29","0","0.00"
"099190","아이센스","32900","-450","-1.35","1872","17.57","2480","13.27","19737","1.67","300","0.91"
"289010","아이스크림에듀","4010","-120","-2.91",,,,,"5316","0.75","0","0.00"
"214430","아이쓰리시스템","18550","0","0.00","484","38.33","1762","10.53","10551","1.76","100","0.54"
"040910","아이씨디","8870","-110","-1.22","45","197.11","1611","5.51","10289","0.86","200","2.25"
"368600","아이씨에이치","6830","-20","-0.29","772","8.85",,,"2574","2.65","0","0.00"
"052860","아이앤씨","2495","-60","-2.35",,,,,"2465","1.01","0","0.00"
"010780","아이에스동서","28200","-1300","-4.41","3447","8.18","6450","4.37","40644","0.69","1200","4.26"
"069920","아이에스이커머스","7790","120","1.56","1135","6.86",,,"2637","2.95","0","0.00"
"038880","아이에이","607","-21","-3.34","8","75.88",,,"346","1.75","0","0.00"
"307180","아이엘사이언스","2810","5","0.18",,,,,"356","7.89","0","0.00"
"101390","아이엠","5050","0","0.00",,,,,"6096","0.83","0","0.00"
"078860","아이오케이","408","-17","-4.00",,,,,"1624","0.25","0","0.00"
"090150","아이윈","1260","15","1.20","82","15.37",,,"2062","0.61","100","7.94"
"123010","아이윈플러스","2240","350","18.52",,,,,"1510","1.48","0","0.00"
"031310","아이즈비전","2680","-235","-8.06","1157","2.32",,,"8222","0.33","0","0.00"
"185490","아이진","5030","-170","-3.27",,,,,"4156","1.21","0","0.00"
"059100","아이컴포넌트","6700","-40","-0.59","386","17.36",,,"4524","1.48","0","0.00"
"262840","아이퀘스트","6610","-370","-5.30","382","17.30",,,"4446","1.49","100","1.51"
"175250","아이큐어","2555","-115","-4.31",,,,,"3854","0.66","0","0.00"
"052460","아이크래프트","2375","-70","-2.86","176","13.49",,,"2780","0.85","50","2.11"
"119830","아이텍","6680","-10","-0.15",,,,,"5840","1.14","0","0.00"
"052770","아이톡시","2085","0","0.00",,,,,"284","7.34","0","0.00"
"124500","아이티센","3590","-55","-1.51",,,,,"2873","1.25","0","0.00"
"372800","아이티아이즈","7450","90","1.22",,,,,"5035","1.48","0","0.00"
"084850","아이티엠반도체","26200","-1300","-4.73","275","95.27",,,"11585","2.26","200","0.76"
"114840","아이패밀리에스씨","12450","-250","-1.97","530","23.49","1281","9.72","5040","2.47","65","0.52"
"027360","아주IB투자","2215","-130","-5.54","339","6.53",,,"2144","1.03","100","4.51"
"139990","아주스틸","9290","-340","-3.53","1459","6.37",,,"8901","1.04","0","0.00"
"032080","아즈텍WB","1850","-150","-7.50","550","3.36",,,"5274","0.35","50","2.70"
"013310","아진산업","2360","-100","-4.07","62","38.06",,,"5455","0.43","0","0.00"
"059120","아진엑스텍","7790","-200","-2.50","458","17.01",,,"4781","1.63","150","1.93"
"158430","아톤","21600","-1400","-6.09","300","72.00",,,"12225","1.77","0","0.00"
"067160","아프리카TV","71100","-2800","-3.79","6465","11.00","7011","10.14","18988","3.74","730","1.03"
"001540","안국약품","9190","-440","-4.57","344","26.72",,,"12726","0.72","220","2.39"
"053800","안랩","66700","-600","-0.89","4854","13.74",,,"28881","2.31","1100","1.65"
"065660","안트로젠","14700","-350","-2.33",,,,,"12404","1.19","0","0.00"
"297570","알로이스","1480","-45","-2.95","159","9.31",,,"723","2.05","0","0.00"
"001780","알루코","2585","-65","-2.45","43","60.12",,,"2537","1.02","0","0.00"
"260660","알리코제약","6550","-120","-1.80","327","20.03",,,"5404","1.21","70","1.07"
"361570","알비더블유","13100","-50","-0.38","1002","13.07",,,"6721","1.95","0","0.00"
"131370","알서포트","4230","-25","-0.59","470","9.00",,,"1598","2.65","40","0.95"
"140670","알에스오토메이션","11800","-150","-1.26","277","42.60",,,"4415","2.67","0","0.00"
"096610","알에프세미","2310","-90","-3.75",,,,,"3365","0.69","0","0.00"
"061040","알에프텍","5370","-30","-0.56","576","9.32",,,"6806","0.79","0","0.00"
"148250","알엔투테크놀로지","9530","-140","-1.45","213","44.74",,,"5960","1.60","30","0.31"
"347860","알체라","6590","-300","-4.35",,,,,"947","6.96","0","0.00"
"196170","알테오젠","38250","-50","-0.13",,,,,"2634","14.52","0","0.00"
"123750","알톤스포츠","3905","-315","-7.46","382","10.22",,,"2172","1.80","0","0.00"
"085810","알티캐스트","1760","-30","-1.68",,,,,"2291","0.77","0","0.00"
"117670","알파홀딩스","1170","-10","-0.85",,,,,"3784","0.31","0","0.00"
"314140","알피바이오","12550","-550","-4.20","580","21.64","2040","6.15","9510","1.32","0","0.00"
"291650","압타머사이언스","8750","-550","-5.91",,,,,"3525","2.48","0","0.00"
"293780","압타바이오","10650","-700","-6.17",,,,,"2778","3.83","0","0.00"
"018250","애경산업","20900","-50","-0.24","600","34.83","1396","14.97","13210","1.58","200","0.96"
"161000","애경케미칼","8870","-410","-4.42","2302","3.85",,,"14384","0.62","550","6.20"
"196300","애니젠","7410","-140","-1.85",,,,,"3499","2.12","0","0.00"
"310200","애니플러스","4740","-95","-1.96","729","6.50",,,"1610","2.94","0","0.00"
"179530","애드바이오텍","3360","-60","-1.75",,,,,"664","5.06","0","0.00"
"205500","액션스퀘어","3185","115","3.75",,,,,"997","3.19","0","0.00"
"052790","액토즈소프트","7790","-180","-2.26","3424","2.28",,,"17896","0.44","0","0.00"
"290740","액트로","5990","-280","-4.47","296","20.24",,,"7786","0.77","100","1.67"
"238090","앤디포스","4880","-150","-2.98","764","6.39",,,"6999","0.70","0","0.00"
"092600","앤씨앤","1520","5","0.33",,,,,"2584","0.59","0","0.00"
"129890","앱코","6030","-20","-0.33",,,,,"7446","0.81","0","0.00"
"174900","앱클론","12800","-600","-4.48",,,,,"1267","10.10","0","0.00"
"255440","야스","7840","-260","-3.21","162","48.40",,,"12406","0.63","50","0.64"
"030960","양지사","31900","-2900","-8.33",,,,,"13428","2.38","50","0.16"
"073570","어반리튬","14750","-600","-3.91",,,,,"1960","7.53","0","0.00"
"102120","어보브반도체","8100","-300","-3.57","828","9.78",,,"6757","1.20","240","2.96"
"263540","어스앤에어로스페이스","10900","0","0.00",,,,,"693","15.73","0","0.00"
"238120","얼라인드","7530","-120","-1.57","771","9.77",,,"3754","2.01","0","0.00"
"019990","에너토크","9950","250","2.58","194","51.29",,,"4727","2.10","70","0.70"
"011090","에넥스","768","-29","-3.64","174","4.41",,,"1120","0.69","0","0.00"
"270660","에브리봇","14750","-100","-0.67","844","17.48",,,"4704","3.14","350","2.37"
"038680","에스넷","4715","-110","-2.28",,,,,"4259","1.11","50","1.06"
"137310","에스디바이오센서","30150","-350","-1.15","10918","2.76","4060","7.43","21658","1.39","1266","4.20"
"217480","에스디생명공학","1270","-70","-5.22",,,,,"1720","0.74","0","0.00"
"121890","에스디시스템","739","0","0.00","183","4.04",,,"838","0.88","0","0.00"
"097780","에스맥","1380","-45","-3.16",,,,,"5110","0.27","0","0.00"
"389500","에스비비테크","17200","-200","-1.15",,,,,"1406","12.23","0","0.00"
"042110","에스씨디","1835","-50","-2.65","143","12.83",,,"2310","0.79","30","1.63"
"298060","에스씨엠생명과학","14450","-700","-4.62",,,,,"3711","3.89","0","0.00"
"065420","에스아이리소스","414","-30","-6.76","58","7.14",,,"271","1.53","0","0.00"
"103230","에스앤더블류","2505","0","0.00",,,,,"5380","0.47","0","0.00"
"260970","에스앤디","15800","-200","-1.25","2331","6.78","2513","6.29","16986","0.93","150","0.95"
"101490","에스앤에스텍","26350","800","3.13","552","47.74",,,"8374","3.15","100","0.38"
"095910","에스에너지","3040","-145","-4.55",,,,,"4908","0.62","0","0.00"
"275630","에스에스알","5960","-60","-1.00","277","21.52",,,"4253","1.40","0","0.00"
"031330","에스에이엠티","2690","-100","-3.58","614","4.38",,,"3185","0.84","200","7.43"
"060540","에스에이티","2060","-140","-6.36","253","8.14",,,"3511","0.59","50","2.43"
"351320","에스에이티이엔지","2760","-50","-1.78",,,,,"1315","2.10","59","2.14"
"056190","에스에프에이","36400","-1000","-2.67","3254","11.19","4187","8.69","31340","1.16","1170","3.21"
"080000","에스엔유","2910","-165","-5.37","248","11.73",,,"3767","0.77","0","0.00"
"005850","에스엘","22950","-550","-2.34","2094","10.96","4953","4.63","32608","0.70","500","2.18"
"214310","에스엘바이오닉스","306","0","0.00",,,,,"2078","0.15","0","0.00"
"041510","에스엠","76700","700","0.92","5750","13.34","3818","20.09","26333","2.91","200","0.26"
"010580","에스엠벡셀","1745","30","1.75",,,,,"494","3.53","0","0.00"
"007820","에스엠코어","5700","-170","-2.90",,,,,"3436","1.66","50","0.88"
"109610","에스와이","3920","-115","-2.85","197","19.90",,,"3570","1.10","0","0.00"
"012750","에스원","59300","-1500","-2.47","3815","15.54","4223","14.04","42676","1.39","2500","4.22"
"306040","에스제이그룹","16400","-100","-0.61","2365","6.93","3548","4.62","10685","1.53","450","2.74"
"408920","에스케이증권7호스팩","3995","335","9.15",,,,,,,"0","0.00"
"435870","에스케이증권제8호스팩","2070","5","0.24",,,,,,,"0","0.00"
"096630","에스코넥","943","-13","-1.36",,,,,"662","1.42","0","0.00"
"069510","에스텍","8240","-200","-2.37",,,,,"15088","0.55","0","0.00"
"041910","에스텍파마","7090","-200","-2.74","589","12.04",,,"10556","0.67","100","1.41"
"234300","에스트래픽","3825","-140","-3.53",,,,,"1228","3.11","0","0.00"
"039440","에스티아이","11950","-200","-1.65","1544","7.74","2757","4.33","12994","0.92","200","1.67"
"098660","에스티오","2420","-50","-2.02","28","86.43",,,"2417","1.00","110","4.55"
"052020","에스티큐브","14350","-350","-2.38",,,,,"460","31.20","0","0.00"
"237690","에스티팜","87600","-700","-0.79","177","494.92","1317","66.51","17171","5.10","500","0.57"
"050760","에스폴리텍","2380","-65","-2.66","334","7.13",,,"4402","0.54","50","2.10"
"288620","에스퓨얼셀","20300","-700","-3.33","715","28.39","524","38.76","10202","1.99","100","0.49"
"317830","에스피시스템스","7160","-170","-2.32",,,,,"4013","1.78","0","0.00"
"058610","에스피지","17200","-250","-1.43","1092","15.75","1366","12.59","8886","1.94","250","1.45"
"043340","에쎈테크","875","7","0.81",,,,,"336","2.60","0","0.00"
"023960","에쓰씨엔지니어링","1595","-5","-0.31",,,,,"1001","1.59","0","0.00"
"298690","에어부산","2725","-150","-5.22",,,,,"1759","1.55","0","0.00"
"187660","에이디엠코리아","2060","-70","-3.29","96","21.46",,,"1538","1.34","0","0.00"
"054630","에이디칩스","377","-7","-1.82",,,,,"440","0.86","0","0.00"
"200710","에이디테크놀로지","12300","-100","-0.81","1146","10.73",,,"12300","1.00","70","0.57"
"096690","에이루트","417","-7","-1.65",,,,,"920","0.45","0","0.00"
"078520","에이블씨엔씨","5240","-120","-2.24",,,,,"4373","1.20","0","0.00"
"298380","에이비엘바이오","23000","-100","-0.43",,,,,"1187","19.38","0","0.00"
"203400","에이비온","6730","190","2.91",,,,,"1712","3.93","0","0.00"
"195990","에이비프로바이오","422","-20","-4.52",,,,,"529","0.80","0","0.00"
"003800","에이스침대","35900","600","1.70","6231","5.76",,,"54880","0.65","1330","3.70"
"088800","에이스테크","6690","-410","-5.77",,,"264","25.34","1466","4.56","0","0.00"
"241840","에이스토리","25350","0","0.00","1816","13.96","1500","16.90","5139","4.93","0","0.00"
"312610","에이에프더블류","3180","-170","-5.07",,,,,"3422","0.93","0","0.00"
"015260","에이엔피","1610","-15","-0.92",,,,,"1342","1.20","0","0.00"
"072990","에이치시티","7990","-180","-2.20","1501","5.32","1269","6.30","9764","0.82","70","0.88"
"227100","에이치앤비디자인","3760","-125","-3.22",,,,,"4225","0.89","0","0.00"
"239610","에이치엘사이언스","18600","350","1.92","2608","7.13",,,"20444","0.91","400","2.15"
"353070","에이치엠씨제4호스팩","2015","0","0.00",,,,,,,"0","0.00"
"353060","에이치엠씨제5호스팩","2015","0","0.00",,,,,,,"0","0.00"
"148930","에이치와이티씨","9110","-290","-3.09","994","9.16",,,"2259","4.03","0","0.00"
"044780","에이치케이","1945","-85","-4.19","298","6.53",,,"3022","0.64","40","2.06"
"357230","에이치피오","7190","-280","-3.75","842","8.54",,,"6844","1.05","300","4.17"
"071670","에이테크솔루션","8090","-260","-3.11","557","14.52",,,"7878","1.03","0","0.00"
"045660","에이텍","8600","-80","-0.92","757","11.36",,,"10832","0.79","100","1.16"
"224110","에이텍티앤","9610","-330","-3.32","432","22.25",,,"9523","1.01","100","1.04"
"230980","에이트원","655","-30","-4.38",,,,,"483","1.36","0","0.00"
"021080","에이티넘인베스트","2620","-115","-4.20","1380","1.90",,,"3185","0.82","200","7.63"
"089530","에이티세미콘","1000","-5","-0.50",,,,,"1320","0.76","0","0.00"
"200470","에이팩트","2475","-115","-4.44","104","23.80","767","3.23","2665","0.93","0","0.00"
"262260","에이프로","10800","-150","-1.37",,,"992","10.89","4201","2.57","0","0.00"
"007460","에이프로젠","572","0","0.00",,,,,"1687","0.34","0","0.00"
"109960","에이프로젠 H&G","375","0","0.00","15","25.00",,,"1247","0.30","0","0.00"
"003060","에이프로젠제약","503","9","1.82","20","25.15",,,"1274","0.39","0","0.00"
"397030","에이프릴바이오","17550","-450","-2.50",,,,,"6227","2.82","0","0.00"
"244920","에이플러스에셋","4840","-115","-2.32","535","9.05","575","8.42","4341","1.11","150","3.10"
"089970","에이피티씨","10600","0","0.00","2157","4.91",,,"5297","2.00","1200","11.32"
"230240","에치에프알","37000","-1800","-4.64","1441","25.68","5786","6.39","7176","5.16","0","0.00"
"230360","에코마케팅","14450","-100","-0.69","859","16.82","1739","8.31","4882","2.96","310","2.15"
"038870","에코바이오","4640","-190","-3.93","485","9.57",,,"6238","0.74","0","0.00"
"128540","에코캡","3850","-160","-3.99",,,,,"2518","1.53","0","0.00"
"086520","에코프로","103000","-2600","-2.46","11205","9.19","20424","5.04","45865","2.25","430","0.42"
"247540","에코프로비엠","92100","-100","-0.11","1153","79.88","4850","18.99","5969","15.43","920","1.00"
"383310","에코프로에이치엔","45350","-3900","-7.92","751","60.39",,,"4101","11.06","330","0.73"
"038110","에코플라스틱","2635","-125","-4.53","170","15.50",,,"3852","0.68","50","1.90"
"073540","에프알텍","2860","-90","-3.05","20","143.00",,,"3875","0.74","0","0.00"
"064850","에프앤가이드","6400","-450","-6.57","459","13.94",,,"4299","1.49","130","2.03"
"064090","에프앤리퍼블릭","1815","-35","-1.89","77","23.57",,,"1169","1.55","0","0.00"
"036810","에프에스티","15600","150","0.97","1657","9.41",,,"10372","1.50","130","0.83"
"173940","에프엔씨엔터","5400","10","0.19",,,,,"4165","1.30","0","0.00"
"083500","에프엔에스테크","6940","-330","-4.54","194","35.77",,,"7257","0.96","50","0.72"
"054940","엑사이엔씨","1345","-45","-3.24",,,,,"1628","0.83","0","0.00"
"043090","엑서지21","1925","-80","-3.99",,,,,"881","2.19","0","0.00"
"205100","엑셈","3680","-115","-3.03","321","11.46","449","8.20","2485","1.48","0","0.00"
"070300","엑스큐어","3000","0","0.00","153","19.61",,,"3193","0.94","0","0.00"
"092870","엑시콘","9090","320","3.65","3307","2.75","1676","5.42","12608","0.72","100","1.10"
"317870","엔바이오니아","5230","-750","-12.54",,,,,"2347","2.23","0","0.00"
"067570","엔브이에이치코리아","3340","-115","-3.33","480","6.96",,,"4982","0.67","100","2.99"
"236810","엔비티","5460","-210","-3.70","101","54.06",,,"2424","2.25","0","0.00"
"333620","엔시스","9960","-390","-3.77","477","20.88",,,"5185","1.92","70","0.70"
"101400","엔시트론","706","-11","-1.53",,,,,"615","1.15","0","0.00"
"036570","엔씨소프트","448000","14500","3.34","19318","23.19","24560","18.24","155059","2.89","5860","1.31"
"031860","엔에스엔","687","-33","-4.58",,,,,"699","0.98","0","0.00"
"380440","엔에이치스팩19호","1955","5","0.26",,,,,,,"0","0.00"
"391060","엔에이치스팩20호","1960","5","0.26",,,,,,,"0","0.00"
"396770","엔에이치스팩22호","2190","0","0.00",,,,,,,"0","0.00"
"422040","엔에이치스팩23호","2015","0","0.00",,,,,,,"0","0.00"
"437780","엔에이치스팩24호","2035","0","0.00",,,,,,,"0","0.00"
"438580","엔에이치스팩25호","2190","0","0.00",,,,,,,"0","0.00"
"439410","엔에이치스팩26호","1995","5","0.25",,,,,,,"0","0.00"
"440820","엔에이치스팩27호","1980","0","0.00",,,,,,,"0","0.00"
"265740","엔에프씨","8750","-270","-2.99","688","12.72",,,"6279","1.39","100","1.14"
"354200","엔젠바이오","9280","-470","-4.82",,,,,"2735","3.39","0","0.00"
"419080","엔젯","12600","150","1.20",,,"1261","9.99","2527","4.99","0","0.00"
"208860","엔지스테크널러지","2205","0","0.00",,,,,"539","4.09","0","0.00"
"183490","엔지켐생명과학","1655","-65","-3.78",,,,,"1321","1.25","0","0.00"
"085310","엔케이","870","1","0.12","142","6.13",,,"1302","0.67","0","0.00"
"182400","엔케이맥스","13700","-550","-3.86",,,,,"3082","4.45","0","0.00"
"348370","엔켐","52600","-2300","-4.19",,,"2947","17.85","14254","3.69","0","0.00"
"069410","엔텔스","4935","-225","-4.36","416","11.86",,,"5287","0.93","0","0.00"
"227950","엔투텍","719","-10","-1.37","38","18.92",,,"975","0.74","0","0.00"
"291230","엔피","5490","30","0.55",,,,,"777","7.07","0","0.00"
"198080","엔피디","1940","-5","-0.26","175","11.09","246","7.88","4296","0.45","0","0.00"
"048830","엔피케이","1775","-75","-4.05","106","16.75",,,"2298","0.77","30","1.69"
"096870","엘디티","3460","-140","-3.89","334","10.36",,,"2015","1.72","0","0.00"
"376190","엘비루셈","6530","-170","-2.54","819","7.97",,,"7689","0.85","0","0.00"
"061970","엘비세미콘","6590","-310","-4.49","743","8.87","1213","5.43","5222","1.26","50","0.76"
"138690","엘아이에스","982","0","0.00",,,,,"1070","0.92","0","0.00"
"290650","엘앤씨바이오","23100","-450","-1.91","620","37.26",,,"3748","6.16","50","0.22"
"066970","엘앤에프","173500","2100","1.23",,,"11522","15.06","19899","8.72","0","0.00"
"156100","엘앤케이바이오","8010","-230","-2.79",,,,,"1827","4.38","0","0.00"
"073110","엘엠에스","6660","-240","-3.48","319","20.88",,,"16133","0.41","200","3.00"
"083310","엘오티베큠","11300","-450","-3.83","1211","9.33","1812","6.24","11468","0.99","100","0.88"
"037950","엘컴텍","1030","-60","-5.50","48","21.46",,,"763","1.35","0","0.00"
"170920","엘티씨","10000","50","0.50",,,,,"10227","0.98","0","0.00"
"058630","엠게임","7360","-40","-0.54","1127","6.53",,,"3765","1.95","0","0.00"
"058970","엠로","13150","50","0.38","562","23.40",,,"3833","3.43","0","0.00"
"019590","엠벤처투자","1375","25","1.85","13","105.77",,,"610","2.25","0","0.00"
"169330","엠브레인","2790","-80","-2.79","338","8.25",,,"1639","1.70","170","6.09"
"097520","엠씨넥스","27900","-900","-3.13","2229","12.52","2505","11.14","16767","1.66","500","1.79"
"179290","엠아이텍","11100","-100","-0.89","392","28.32",,,"2081","5.33","80","0.72"
"009780","엠에스씨","6200","-30","-0.48","874","7.09","1386","4.47","6575","0.94","60","0.97"
"123040","엠에스오토텍","4205","-190","-4.32",,,,,"3201","1.31","0","0.00"
"323230","엠에프엠코리아","834","-31","-3.58",,,,,"1074","0.78","0","0.00"
"033160","엠케이전자","11200","0","0.00","1594","7.03",,,"19019","0.59","150","1.34"
"347890","엠투아이","7970","0","0.00","597","13.35",,,"3916","2.04","250","3.14"
"033310","엠투엔","4620","105","2.33",,,,,"3470","1.33","0","0.00"
"259630","엠플러스","9640","-410","-4.08",,,,,"4539","2.12","0","0.00"
"065150","엠피대산","425","-1","-0.23","104","4.09",,,"323","1.32","0","0.00"
"050540","엠피씨플러스","822","0","0.00","205","4.01",,,"2139","0.38","0","0.00"
"115960","연우","18250","-950","-4.95","2128","8.58",,,"19695","0.93","190","1.04"
"060850","영림원소프트랩","9040","-70","-0.77","607","14.89",,,"4629","1.95","110","1.22"
"014440","영보화학","3420","-70","-2.01","180","19.00",,,"7960","0.43","100","2.92"
"007530","영신금속","2755","-5","-0.18","29","95.00",,,"2068","1.33","0","0.00"
"143540","영우디에스피","1245","-35","-2.73","200","6.23",,,"1420","0.88","0","0.00"
"111770","영원무역","46950","-900","-1.88","6795","6.91","10955","4.29","50585","0.93","1000","2.13"
"009970","영원무역홀딩스","61400","-800","-1.29","19026","3.23","22111","2.78","140307","0.44","2000","3.26"
"003520","영진약품","3250","90","2.85",,,,,"573","5.67","0","0.00"
"112290","영창케미칼","11450","-300","-2.55",,,"1678","6.82","3440","3.33","0","0.00"
"000670","영풍","605000","-14000","-2.26","72187","8.38","174806","3.46","2011831","0.30","10000","1.65"
"036560","영풍정밀","11900","-300","-2.46","746","15.95","1010","11.79","20308","0.59","350","2.94"
"006740","영풍제지","12300","400","3.36","362","33.98",,,"7504","1.64","40","0.33"
"012280","영화금속","796","-16","-1.97",,,,,"1156","0.69","0","0.00"
"265560","영화테크","8950","-340","-3.66","239","37.45",,,"4925","1.82","50","0.56"
"012160","영흥","709","-21","-2.88","83","8.54",,,"2387","0.30","0","0.00"
"036000","예림당","1810","-105","-5.48",,,,,"5709","0.32","0","0.00"
"250930","예선테크","1115","-45","-3.88","74","15.07",,,"1242","0.90","0","0.00"
"053280","예스24","4940","0","0.00","746","6.62",,,"13329","0.37","200","4.05"
"015360","예스코홀딩스","31500","-200","-0.63","5064","6.22",,,"114939","0.27","2250","7.14"
"122640","예스티","7200","-170","-2.31",,,,,"4651","1.55","0","0.00"
"045060","오공","3260","-225","-6.46","550","5.93",,,"5636","0.58","50","1.53"
"080520","오디텍","4385","-140","-3.09","377","11.63",,,"11727","0.37","100","2.28"
"007310","오뚜기","476000","-6000","-1.24","38054","12.51","39160","12.16","442610","1.08","8000","1.68"
"039830","오로라","8070","-130","-1.59","925","8.72","1236","6.53","11887","0.68","120","1.49"
"322310","오로스테크놀로지","13250","-950","-6.69","199","66.58",,,"6898","1.92","0","0.00"
"046120","오르비텍","4380","-45","-1.02","225","19.47",,,"2383","1.84","0","0.00"
"014940","오리엔탈정공","2295","0","0.00","100","22.95",,,"1652","1.39","0","0.00"
"002630","오리엔트바이오","613","-6","-0.97","288","2.13",,,"702","0.87","0","0.00"
"065500","오리엔트정공","1235","-45","-3.52",,,,,"1359","0.91","0","0.00"
"271560","오리온","128000","500","0.39","6519","19.63","9045","14.15","55935","2.29","750","0.59"
"001800","오리온홀딩스","15350","-300","-1.92","1429","10.74",,,"34867","0.44","650","4.23"
"010470","오리콤","15400","250","1.65","533","28.89",,,"8366","1.84","220","1.43"
"352910","오비고","9460","-320","-3.27",,,"198","47.82","2414","3.92","0","0.00"
"053980","오상자이엘","4905","-35","-0.71","259","18.94",,,"3657","1.34","0","0.00"
"052420","오성첨단소재","1630","-50","-2.98",,,,,"2795","0.58","0","0.00"
"241790","오션브릿지","13300","-200","-1.48","1354","9.82",,,"8618","1.54","300","2.26"
"039200","오스코텍","17300","-100","-0.57",,,,,"917","18.87","0","0.00"
"226400","오스테오닉","3165","-105","-3.21",,,"146","21.72","2107","1.50","0","0.00"
"031510","오스템","1415","-40","-2.75",,,,,"4118","0.34","20","1.41"
"048260","오스템임플란트","138100","2000","1.47","1838","75.14","13154","10.50","15220","9.07","300","0.22"
"368970","오에스피","5320","-260","-4.66","416","12.79",,,"2153","2.47","0","0.00"
"138080","오이솔루션","17600","-500","-2.76","1354","13.00","838","21.01","15007","1.17","300","1.70"
"080580","오킨스전자","18400","-600","-3.16","108","170.37",,,"2010","9.15","0","0.00"
"067170","오텍","5630","-180","-3.10",,,,,"9973","0.56","130","2.31"
"353590","오토앤","12550","-200","-1.57","191","65.71",,,"1651","7.60","0","0.00"
"173130","오파스넷","8510","160","1.92","530","16.06",,,"2469","3.45","50","0.59"
"049480","오픈베이스","2690","5","0.19","148","18.18",,,"2253","1.19","15","0.56"
"394280","오픈엣지테크놀로지","7410","-560","-7.03",,,"11","683.85","1212","6.11","0","0.00"
"309930","오하임아이엔티","2430","-25","-1.02","183","13.28",,,"1248","1.95","0","0.00"
"244460","올리패스","6090","-10","-0.16",,,,,"1042","5.84","0","0.00"
"226950","올릭스","20350","-550","-2.63",,,,,"1352","15.05","0","0.00"
"057540","옴니시스템","1510","-35","-2.27",,,,,"1957","0.77","0","0.00"
"131030","옵투스제약","6290","70","1.13","617","10.19",,,"7918","0.79","100","1.59"
"082210","옵트론텍","3665","-85","-2.27",,,"352","10.41","4354","0.84","0","0.00"
"109080","옵티시스","11800","-450","-3.67","1186","9.95",,,"9151","1.29","100","0.85"
"380540","옵티코어","2300","-340","-12.88",,,,,,,"0","0.00"
"153710","옵티팜","7010","-190","-2.64",,,,,"2122","3.30","0","0.00"
"321820","와이더플래닛","5440","-110","-1.98",,,,,"3450","1.58","0","0.00"
"122990","와이솔","6710","-180","-2.61","979","6.85","1125","5.97","13195","0.51","250","3.73"
"232140","와이아이케이","2805","-95","-3.28","553","5.07",,,"3447","0.81","0","0.00"
"065530","와이어블","2160","-140","-6.09","54","40.00",,,"1579","1.37","50","2.31"
"067900","와이엔텍","8440","190","2.30","1281","6.59","1341","6.30","10590","0.80","0","0.00"
"155650","와이엠씨","5650","-90","-1.57","560","10.09",,,"4993","1.13","150","2.65"
"273640","와이엠텍","19600","-1150","-5.54","649","30.20",,,"4467","4.39","400","2.04"
"251370","와이엠티","13900","-450","-3.14","648","21.45",,,"7569","1.84","75","0.54"
"066430","와이오엠","1155","-50","-4.15","19","60.79",,,"890","1.30","0","0.00"
"193250","와이제이엠게임즈","1240","-15","-1.20",,,,,"1276","0.97","0","0.00"
"273060","와이즈버즈","1250","-35","-2.72","57","21.93",,,"835","1.50","20","1.60"
"019210","와이지-원","6380","-170","-2.60","690","9.25",,,"9269","0.69","180","2.82"
"122870","와이지엔터테인먼트","43850","1050","2.45","364","120.47","2439","17.98","20632","2.13","250","0.57"
"011690","와이투솔루션","594","-1","-0.17",,,,,"550","1.08","0","0.00"
"332570","와이팜","2900","40","1.40",,,,,"2314","1.25","0","0.00"
"079000","와토스코리아","5290","-130","-2.40","197","26.85",,,"10279","0.51","200","3.78"
"070960","용평리조트","3530","-30","-0.84","180","19.61",,,"8025","0.44","0","0.00"
"316140","우리금융지주","11550","-250","-2.12","3481","3.32","4415","2.62","35494","0.33","900","7.79"
"032820","우리기술","1295","-20","-1.52","47","27.55",,,"552","2.35","0","0.00"
"041190","우리기술투자","3750","-90","-2.34","7954","0.47",,,"9347","0.40","0","0.00"
"115440","우리넷","8350","-620","-6.91","211","39.57",,,"6752","1.24","0","0.00"
"046970","우리로","1155","-55","-4.55","471","2.45",,,"1279","0.90","0","0.00"
"082850","우리바이오","3000","-20","-0.66","750","4.00",,,"3387","0.89","0","0.00"
"215360","우리산업","13150","-300","-2.23","42","313.10",,,"12845","1.02","130","0.99"
"072470","우리산업홀딩스","4265","-205","-4.59","52","82.02",,,"6946","0.61","35","0.82"
"073560","우리손에프앤지","1795","-55","-2.97","399","4.50",,,"3343","0.54","50","2.79"
"037400","우리엔터프라이즈","1780","-65","-3.52","899","1.98",,,"4170","0.43","0","0.00"
"153490","우리이앤엘","1010","0","0.00","358","2.82",,,"1402","0.72","0","0.00"
"010050","우리종금","744","-19","-2.49","91","8.18","90","8.23","686","1.08","20","2.69"
"101170","우림피티에스","5810","-180","-3.01","266","21.84",,,"6204","0.94","100","1.72"
"006980","우성","21500","-400","-1.83",,,,,"67106","0.32","150","0.70"
