종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"071050","한국금융지주","53300","-1800","-3.27","30208","1.76","13191","4.04","126688","0.42","6150","11.54"
"071055","한국금융지주우","43100","-1250","-2.82",,,,,,,"6212","14.41"
"034950","한국기업평가","69000","-1100","-1.57","4990","13.83",,,"22458","3.07","3397","4.92"
"010040","한국내화","2815","-45","-1.57","182","15.47",,,"7164","0.39","35","1.24"
"025540","한국단자","51800","-1100","-2.08","6100","8.49","5281","9.81","81648","0.63","700","1.35"
"222980","한국맥널티","4995","-185","-3.57","182","27.45",,,"3503","1.43","30","0.60"
"256840","한국비엔씨","4650","-190","-3.93",,,,,"952","4.88","0","0.00"
"004090","한국석유","10300","-400","-3.74","923","11.16","1308","7.88","12581","0.82","110","1.07"
"025550","한국선재","4010","-190","-4.52","506","7.92",,,"4452","0.90","0","0.00"
"002200","한국수출포장","28750","-50","-0.17","4120","6.98",,,"68809","0.42","700","2.43"
"002960","한국쉘석유","233500","-2500","-1.06","22343","10.45",,,"84273","2.77","19000","8.14"
"017890","한국알콜","9900","-90","-0.90","2230","4.44",,,"20389","0.49","100","1.01"
"000240","한국앤컴퍼니","13950","-150","-1.06","2094","6.66","1655","8.43","39349","0.35","600","4.30"
"080720","한국유니온제약","7150","190","2.73",,,,,"6925","1.03","0","0.00"
"123890","한국자산신탁","2985","-115","-3.71","878","3.40","1170","2.55","6940","0.43","220","7.37"
"015760","한국전력","21800","-650","-2.90",,,,,"99334","0.22","0","0.00"
"063570","한국전자금융","4590","-95","-2.03","306","15.00",,,"5444","0.84","110","2.40"
"041460","한국전자인증","4745","-140","-2.87","219","21.67",,,"2339","2.03","70","1.48"
"006200","한국전자홀딩스","1000","-35","-3.38","531","1.88",,,"2900","0.34","0","0.00"
"101680","한국정밀기계","1440","0","0.00",,,,,"5759","0.25","0","0.00"
"039740","한국정보공학","3425","-170","-4.73","523","6.55",,,"5055","0.68","0","0.00"
"053300","한국정보인증","4875","35","0.72","371","13.14",,,"4180","1.17","120","2.46"
"025770","한국정보통신","11400","-300","-2.56","295","38.64",,,"6019","1.89","0","0.00"
"409570","한국제10호스팩","2025","0","0.00",,,,,,,"0","0.00"
"436610","한국제11호스팩","2015","0","0.00",,,,,,,"0","0.00"
"009540","한국조선해양","70700","-2500","-3.42",,,"9906","7.14","139385","0.51","0","0.00"
"023350","한국종합기술","6710","-290","-4.14","1061","6.32",,,"13678","0.49","100","1.49"
"025890","한국주강","2560","-40","-1.54",,,,,"2518","1.02","0","0.00"
"000970","한국주철관","6780","-220","-3.14","3055","2.22",,,"15753","0.43","400","5.90"
"104700","한국철강","6090","-180","-2.87","2435","2.50","1875","3.25","18601","0.33","250","4.11"
"017960","한국카본","11050","-350","-3.07","334","33.08","1155","9.57","9042","1.22","150","1.36"
"023760","한국캐피탈","746","-12","-1.58","170","4.39",,,"1294","0.58","35","4.69"
"054040","한국컴퓨터","4100","-250","-5.75","993","4.13",,,"7532","0.54","180","4.39"
"161890","한국콜마","42600","-600","-1.39","1565","27.22","3187","13.37","29876","1.43","415","0.97"
"024720","한국콜마홀딩스","15750","-200","-1.25","1181","13.34",,,"31792","0.50","245","1.56"
"021650","한국큐빅","2905","-145","-4.75","463","6.27",,,"4584","0.63","70","2.41"
"161390","한국타이어앤테크놀로지","31150","-1550","-4.74","4901","6.36","5023","6.20","66955","0.47","700","2.25"
"053590","한국테크놀로지","401","-26","-6.09",,,,,"137","2.93","0","0.00"
"034830","한국토지신탁","1310","-40","-2.96","611","2.14",,,"4475","0.29","100","7.63"
"007280","한국특강","1945","35","1.83","691","2.81",,,"2667","0.73","0","0.00"
"032300","한국파마","21400","-450","-2.06","584","36.64",,,"5269","4.06","50","0.23"
"037230","한국팩키지","2400","-10","-0.41",,,,,"2609","0.92","35","1.46"
"010100","한국프랜지","2700","-75","-2.70","612","4.41",,,"8412","0.32","90","3.33"
"047810","한국항공우주","50900","300","0.59","656","77.59","2488","20.46","13023","3.91","200","0.39"
"123690","한국화장품","8140","-260","-3.10",,,,,"1369","5.95","0","0.00"
"003350","한국화장품제조","28550","-1150","-3.87",,,,,"11859","2.41","0","0.00"
"030520","한글과컴퓨터","12300","-500","-3.91","759","16.21","1083","11.36","11567","1.06","0","0.00"
"052600","한네트","5050","-160","-3.07","123","41.06",,,"3029","1.67","100","1.98"
"011500","한농화성","9970","-230","-2.25","1288","7.74",,,"9658","1.03","230","2.31"
"002390","한독","16750","-300","-1.76","239","70.08",,,"27900","0.60","350","2.09"
"256150","한독크린텍","7250","-400","-5.23","569","12.74",,,"6256","1.16","200","2.76"
"092460","한라IMS","5790","-120","-2.03","237","24.43",,,"5319","1.09","100","1.73"
"053690","한미글로벌","26900","-700","-2.54","1537","17.50","2373","11.34","14014","1.92","450","1.67"
"042700","한미반도체","11500","-400","-3.36","1057","10.88","954","12.05","3506","3.28","300","2.61"
"008930","한미사이언스","32450","-1200","-3.57","626","51.84",,,"10080","3.22","200","0.62"
"128940","한미약품","298000","-2000","-0.67","5385","55.34","8609","34.62","64542","4.62","500","0.17"
"047080","한빛소프트","3040","-210","-6.46","10","304.00",,,"693","4.39","0","0.00"
"009240","한샘","44600","-850","-1.87","3266","13.66","1712","26.04","36438","1.22","1550","3.48"
"020000","한섬","27050","-550","-1.99","5214","5.19","5427","4.98","56341","0.48","600","2.22"
"003680","한성기업","5140","-70","-1.34",,,,,"7888","0.65","0","0.00"
"105630","한세실업","15400","-500","-3.14","1716","8.97","2741","5.62","11835","1.30","500","3.25"
"069640","한세엠케이","2965","-25","-0.84",,,,,"4295","0.69","0","0.00"
"016450","한세예스24홀딩스","4625","-200","-4.15","1026","4.51",,,"12066","0.38","250","5.41"
"010420","한솔PNS","1560","-30","-1.89","169","9.23",,,"2273","0.69","25","1.60"
"009180","한솔로지스틱스","2820","-60","-2.08","855","3.30",,,"2859","0.99","60","2.13"
"114810","한솔아이원스","6630","-170","-2.50","1158","5.73",,,"5407","1.23","0","0.00"
"070590","한솔인티큐브","1650","-50","-2.94","24","68.75",,,"1931","0.85","0","0.00"
"213500","한솔제지","13250","-200","-1.49","575","23.04","4245","3.12","28568","0.46","600","4.53"
"014680","한솔케미칼","185500","-9000","-4.63","13332","13.91","15401","12.04","61936","3.00","2100","1.13"
"004710","한솔테크닉스","5100","-200","-3.77",,,,,"8848","0.58","0","0.00"
"004150","한솔홀딩스","3270","-70","-2.10","514","6.36","1238","2.64","12394","0.26","120","3.67"
"025750","한솔홈데코","1025","-25","-2.38","68","15.07",,,"1984","0.52","20","1.95"
"226440","한송네오텍","1530","0","0.00",,,,,"710","2.15","0","0.00"
"042520","한스바이오메드","9840","0","0.00",,,,,"4440","2.22","0","0.00"
"004960","한신공영","8490","-220","-2.53","4187","2.03","4061","2.09","58000","0.15","350","4.12"
"011700","한신기계","6400","-400","-5.88","133","48.12",,,"2791","2.29","45","0.70"
"078350","한양디지텍","12150","250","2.10","1693","7.18",,,"5630","2.16","0","0.00"
"045100","한양이엔지","14450","-150","-1.03","2635","5.48",,,"23732","0.61","550","3.81"
"001750","한양증권","8210","-400","-4.65","6206","1.32","2792","2.94","32750","0.25","900","10.96"
"001755","한양증권우","12850","-200","-1.53",,,,,,,"950","7.39"
"018880","한온시스템","8090","-10","-0.12","578","14.00","554","14.61","4391","1.84","360","4.45"
"009420","한올바이오파마","17800","-200","-1.11","174","102.30","249","71.53","3193","5.57","0","0.00"
"014130","한익스프레스","5260","-80","-1.50","240","21.92",,,"5978","0.88","0","0.00"
"024740","한일단조","2510","-55","-2.14",,,,,"3353","0.75","0","0.00"
"005860","한일사료","4210","-260","-5.82","183","23.01",,,"1751","2.40","25","0.59"
"300720","한일시멘트","11650","-300","-2.51","1179","9.88","1858","6.27","20557","0.57","540","4.64"
"123840","한일진공","470","7","1.51",,,,,"1262","0.37","0","0.00"
"002220","한일철강","2815","-60","-2.09","1055","2.67",,,"7201","0.39","50","1.78"
"006390","한일현대시멘트","17500","-600","-3.31","2310","7.58",,,"18240","0.96","1200","6.86"
"003300","한일홀딩스","10800","-200","-1.82","1462","7.39",,,"44782","0.24","550","5.09"
"007770","한일화학","16150","-550","-3.29","6465","2.50",,,"32210","0.50","120","0.74"
"051600","한전KPS","33200","-1600","-4.60","2193","15.14","2615","12.70","24711","1.34","1199","3.61"
"052690","한전기술","54600","-900","-1.62","432","126.39","734","74.40","13496","4.05","238","0.44"
"130660","한전산업","8510","-270","-3.08","264","32.23",,,"2617","3.25","198","2.33"
"002320","한진","21050","0","0.00","10804","1.95","3724","5.65","84534","0.25","600","2.85"
"003480","한진중공업홀딩스","3895","5","0.13",,,,,"12363","0.32","100","2.57"
"180640","한진칼","37450","-1250","-3.23","247","151.62","4681","8.00","23786","1.57","0","0.00"
"18064K","한진칼우","30500","-750","-2.40",,,,,,,"0","0.00"
"005110","한창","917","6","0.66",,,,,"435","2.11","0","0.00"
"079170","한창산업","8780","-450","-4.88","768","11.43",,,"10891","0.81","190","2.16"
"009460","한창제지","1335","-75","-5.32","252","5.30",,,"1819","0.73","20","1.50"
"372910","한컴라이프케어","5850","80","1.39","196","29.85",,,"4221","1.39","0","0.00"
"054920","한컴위드","3300","-140","-4.07","208","15.87",,,"5512","0.60","0","0.00"
"002680","한탑","1180","-40","-3.28",,,,,"1918","0.62","0","0.00"
"000880","한화","25650","-1100","-4.11","9781","2.62","11791","2.18","52527","0.49","750","2.92"
"00088K","한화3우B","13850","-400","-2.81",,,,,,,"800","5.78"
"088350","한화생명","2770","65","2.40","1455","1.90","610","4.54","15004","0.18","0","0.00"
"000370","한화손해보험","4660","130","2.87","939","4.96","2158","2.16","12157","0.38","0","0.00"
"009830","한화솔루션","43000","-1200","-2.71","3320","12.95","4270","10.07","42563","1.01","0","0.00"
"009835","한화솔루션우","33800","-600","-1.74",,,,,,,"0","0.00"
"272210","한화시스템","10550","-400","-3.65","642","16.43","252","41.90","11885","0.89","160","1.52"
"012450","한화에어로스페이스","73600","700","0.96","4989","14.75","5774","12.75","57134","1.29","700","0.95"
"000885","한화우","32750","0","0.00",,,,,,,"800","2.44"
"003530","한화투자증권","2350","-105","-4.28","659","3.57",,,"8572","0.27","200","8.51"
"003535","한화투자증권우","5040","80","1.61",,,,,,,"250","4.96"
"386580","한화플러스제2호스팩","2060","-5","-0.24",,,,,,,"0","0.00"
"430460","한화플러스제3호스팩","2015","-5","-0.25",,,,,,,"0","0.00"
"195870","해성디에스","35850","-1150","-3.11","4192","8.55","9049","3.96","17313","2.07","600","1.67"
"034810","해성산업","9900","-100","-1.00","2012","4.92",,,"27529","0.36","175","1.77"
"03481K","해성산업1우","12800","-150","-1.16",,,,,,,"180","1.41"
"076610","해성옵틱스","460","-21","-4.37",,,,,"434","1.06","0","0.00"
"059270","해성티피씨","5440","-110","-1.98",,,,,"3827","1.42","0","0.00"
"101530","해태제과식품","6590","-210","-3.09",,,,,"9762","0.68","200","3.03"
"220180","핸디소프트","3020","-10","-0.33","184","16.41",,,"3228","0.94","0","0.00"
"143210","핸즈코퍼레이션","3305","55","1.69",,,,,"11413","0.29","0","0.00"
"214180","헥토이노베이션","12050","-600","-4.74","1825","6.60","2263","5.32","10397","1.16","390","3.24"
"234340","헥토파이낸셜","19300","-1400","-6.76","2375","8.13","1931","10.00","15144","1.27","470","2.44"
"084990","헬릭스미스","10550","-350","-3.21",,,,,"5986","1.76","0","0.00"
"000720","현대건설","34900","-700","-1.97","3625","9.63","4729","7.38","64200","0.54","600","1.72"
"267270","현대건설기계","62200","-2400","-3.72","5953","10.45","6473","9.61","69619","0.89","1200","1.93"
"000725","현대건설우","55000","-200","-0.36",,,,,,,"650","1.18"
"170030","현대공업","6030","-360","-5.63","828","7.28",,,"8334","0.72","132","2.19"
"005440","현대그린푸드","6730","-270","-3.86","498","13.51","1021","6.59","20905","0.32","210","3.12"
"086280","현대글로비스","163500","-5500","-3.25","20877","7.83","34622","4.72","154732","1.06","3800","2.32"
"042670","현대두산인프라코어","8000","-270","-3.26","5816","1.38","1056","7.58","6945","1.15","0","0.00"
"064350","현대로템","28400","300","1.07","609","46.63","1393","20.39","11847","2.40","0","0.00"
"079430","현대리바트","8590","-470","-5.19","671","12.80",,,"24314","0.35","100","1.16"
"012330","현대모비스","200500","-6500","-3.14","25645","7.82","34674","5.78","387397","0.52","4000","2.00"
"319400","현대무벡스","3035","-5","-0.16","80","37.94",,,"1206","2.52","30","0.99"
"010620","현대미포조선","84500","-3000","-3.43",,,"4651","18.17","54249","1.56","0","0.00"
"048410","현대바이오","27400","0","0.00",,,,,"1593","17.20","0","0.00"
"052260","현대바이오랜드","13450","-300","-2.18",,,,,"8357","1.61","70","0.52"
"069960","현대백화점","59000","-2100","-3.44","8652","6.82","12305","4.79","202283","0.29","1100","1.86"
"004560","현대비앤지스틸","10350","-150","-1.43","4595","2.25",,,"32770","0.32","100","0.97"
"004565","현대비앤지스틸우","50000","-3700","-6.89",,,,,,,"150","0.30"
"004310","현대약품","4790","-250","-4.96",,,,,"3106","1.54","30","0.63"
"322000","현대에너지솔루션","48800","-1800","-3.56",,,"6830","7.14","28600","1.71","0","0.00"
"041440","현대에버다임","8220","-190","-2.26",,,,,"9267","0.89","0","0.00"
"039010","현대에이치티","6720","-60","-0.88","1126","5.97",,,"11584","0.58","350","5.21"
"017800","현대엘리베이","28300","-150","-0.53","2771","10.21",,,"27485","1.03","800","2.83"
"307950","현대오토에버","95500","-4100","-4.12","2702","35.34","4193","22.78","49874","1.91","700","0.73"
"011210","현대위아","49450","-1650","-3.23","2346","21.08","7416","6.67","122356","0.40","700","1.42"
"090850","현대이지웰","6830","-160","-2.29","648","10.54","657","10.40","3403","2.01","70","1.02"
"267260","현대일렉트릭","42500","-1250","-2.86",,,"3802","11.18","17954","2.37","0","0.00"
"004020","현대제철","30600","-1450","-4.52","11110","2.75","8473","3.61","135836","0.23","1000","3.27"
"329180","현대중공업","116000","-4500","-3.73",,,"3580","32.40","63015","1.84","0","0.00"
"005380","현대차","151000","-3000","-1.95","18979","7.96","30354","4.97","289609","0.52","5000","3.31"
"005387","현대차2우B","73900","-2900","-3.78",,,,,,,"5100","6.90"
"005389","현대차3우B","72800","-2200","-2.93",,,,,,,"5050","6.94"
"005385","현대차우","74000","-2700","-3.52",,,,,,,"5050","6.82"
"001500","현대차증권","9090","-300","-3.19","3702","2.46",,,"29950","0.30","800","8.80"
"011760","현대코퍼레이션","16200","-650","-3.86","3146","5.15","5755","2.81","30061","0.54","600","3.70"
"227840","현대코퍼레이션홀딩스","10350","-250","-2.36","1434","7.22",,,"22443","0.46","500","4.83"
"126560","현대퓨처넷","2505","-45","-1.76","846","2.96",,,"6969","0.36","90","3.59"
"001450","현대해상","29450","-650","-2.16","5286","5.57","5772","5.10","63866","0.46","1480","5.03"
"057050","현대홈쇼핑","53900","-1400","-2.53","8881","6.07","11429","4.72","164432","0.33","2400","4.45"
"092300","현우산업","4400","-85","-1.90",,,,,"4840","0.91","100","2.27"
"138360","협진","4480","0","0.00","43","104.19",,,"1314","3.41","0","0.00"
"011080","형지I&C","1200","-40","-3.23",,,,,"775","1.55","0","0.00"
"093240","형지엘리트","1310","-60","-4.38","262","5.00",,,"2200","0.60","0","0.00"
"003010","혜인","6050","-300","-4.72","507","11.93",,,"10380","0.58","130","2.15"
"111110","호전실업","8110","-380","-4.48","1517","5.35",,,"13408","0.60","250","3.08"
"008770","호텔신라","83100","-1500","-1.77","714","116.39","3118","26.65","15228","5.46","200","0.24"
"008775","호텔신라우","62900","0","0.00",,,,,,,"250","0.40"
"060560","홈센타홀딩스","1135","-25","-2.16","83","13.67",,,"1010","1.12","0","0.00"
"064240","홈캐스트","4420","-90","-2.00","698","6.33",,,"2778","1.59","0","0.00"
"039610","화성밸브","4685","-130","-2.70","229","20.46",,,"7465","0.63","0","0.00"
"002460","화성산업","10500","-50","-0.47","2467","4.26",,,"34410","0.31","1000","9.52"
"378850","화승알앤에이","3595","-55","-1.51","300","11.98",,,"3175","1.13","25","0.70"
"241590","화승엔터프라이즈","9230","-300","-3.15",,,"1202","7.68","8858","1.04","45","0.49"
"006060","화승인더","3850","-125","-3.14",,,,,"6826","0.56","188","4.88"
"013520","화승코퍼레이션","1400","-50","-3.45",,,,,"3250","0.43","25","1.79"
"010690","화신","7220","-150","-2.04","741","9.74","2428","2.97","8760","0.82","70","0.97"
"126640","화신정공","1465","-40","-2.66","130","11.27",,,"2789","0.53","30","2.05"
"133820","화인베스틸","2090","-55","-2.56","80","26.13",,,"2690","0.78","0","0.00"
"061250","화일약품","2780","60","2.21","44","63.18",,,"2768","1.00","0","0.00"
"010660","화천기계","3150","-140","-4.26","272","11.58",,,"6354","0.50","10","0.32"
"000850","화천기공","30650","-150","-0.49","4233","7.24",,,"140159","0.22","1000","3.26"
